"datetime"	"wnd"
2020-06-20 01:00:00	1.237116674
2020-06-20 02:00:00	1.606955744
2020-06-20 03:00:00	1.112507823
2020-06-20 04:00:00	1.561099687
2020-06-20 05:00:00	1.55212785
2020-06-20 06:00:00	1.190263746
2020-06-20 07:00:00	1.004845776
2020-06-20 08:00:00	1.735552079
2020-06-20 09:00:00	0.879240054
2020-06-20 10:00:00	1.25705409
2020-06-20 11:00:00	2.093428699
2020-06-20 12:00:00	1.944894949
2020-06-20 13:00:00	2.132306661
2020-06-20 14:00:00	2.277849799
2020-06-20 15:00:00	1.993741618
2020-06-20 16:00:00	1.592999553
2020-06-20 17:00:00	1.481350022
2020-06-20 18:00:00	1.617921323
2020-06-20 19:00:00	1.581037103
2020-06-20 20:00:00	1.212194904
2020-06-20 21:00:00	0.397751453
2020-06-20 22:00:00	0.168471167
2020-06-20 23:00:00	0.214327224
2020-06-21 00:00:00	0.177443004
2020-06-21 01:00:00	0.282114439
2020-06-21 02:00:00	1.04771122
2020-06-21 03:00:00	1.029767546
2020-06-21 04:00:00	1.180295038
2020-06-21 05:00:00	1.81131426
2020-06-21 06:00:00	1.304903889
2020-06-21 07:00:00	0.998864551
2020-06-21 08:00:00	1.757483236
2020-06-21 09:00:00	1.957854269
2020-06-21 10:00:00	1.673746089
2020-06-21 11:00:00	2.505136343
2020-06-21 12:00:00	1.57704962
